chain, dex, timestamp, pair, token0, token1
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424733, 0x972E3A3B5ce49BF2905772935DD8a2f0D2272881, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0x18f679E09c775995597a31679C16F15878954C74
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424805, 0xcdD8Dc24a5a71134Dc0d79a0333581996ae615D4, 0xd05Dc9be7a49397C1ee02dcfAEa8f5Cf65be1867, 0x9b3A6c81258B958d9354618559843C250F3284bb
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424862, 0x55d398326f99059fF775485246999027B3197955, 0x6E1afce8A94949127102Acc0ec35E2d337Cb5065, 0xA5088D7081440dec62A8A56E7ed5D9E7980b0eEC
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424874, 0xa62F49b01dFc201e813B16b963efCd76cc0AbA9e, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0x8e05B0c53718578D817dF3Fd64A26aD72114C614
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424884, 0x55d398326f99059fF775485246999027B3197955, 0xf43eebF90488F795720AF6f708838233828bFBBf, 0xFB4631F9a7e3D47Da70A946AFb4f21CbecB6EE84
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424894, 0x55d398326f99059fF775485246999027B3197955, 0xe0cf00842c8A8a937286314D345b2E8f306C214b, 0x65b92b2ae0c236f536a074Af09D6Eef48091056c
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424896, 0xB2175f571EF235d078905A5fe6626Ab198241A02, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xa1320D18f245C66C7bDf01888402954df0eF2A63
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424900, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xcc3F836DfE349b15d509300EbC7b265D77FB488d, 0x4c954677b14764dDA27550E41fe8364880344AF1
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424913, 0xa62F49b01dFc201e813B16b963efCd76cc0AbA9e, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56, 0x34538AAc3b7ffB1ec75AA3457405c6892b494090
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424935, 0xA24e24bD40ADCd350C01D0dB73427Ac33a4564E6, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0x9F0cB0Df8C4f1Ed1C6296b79e9F28B0Db945647B
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424938, 0x423c05fF5B573DF9162eCccb298367f6d8Ea4e95, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0x226d74dd8EF95567d4433625422a99C1fF0EB9cF
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424946, 0x55d398326f99059fF775485246999027B3197955, 0xC1241582bac1F4028E89d70c66C7aAfFa2Ee166C, 0xe1593f250CF6791D550caD9a7AEee28487e1467B
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424953, 0x608944BdeC8722201E7EFA916C842CD4dFE2f3F7, 0xB14574fec199d826Ad8903349b44b50256b03aFc, 0xfcC13Eef8AaC96AB4473B1e3eb790fD99E8B0fAc
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424953, 0x55d398326f99059fF775485246999027B3197955, 0xB14574fec199d826Ad8903349b44b50256b03aFc, 0x85db6CC82E5D5CE3386dD12Aa3c8332FDe9496a1
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20424959, 0x55d398326f99059fF775485246999027B3197955, 0xBB597A0A4437279487cfF9FE9F66b7e327990338, 0x2F4cE37C59452f096456668B257bdE6802FA42C6
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425002, 0x7649b58E373f142D1382a881eAEC8D1616C753c6, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xE6C3D7F60E5f9Ed0E6e376110bBD00101Fbe119c
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425020, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xe5C91AEF63742D95DED44Cd89cf65C8E144556bd, 0x2df20Ab8c6968150ebfAA894392B0A44d5A82e37
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425085, 0x89b0e3418a69469d8e7B1ae328e080403cDce93f, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xeBa31a48396E83bF0a0f1550Cb966E3722D6eC1d
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425091, 0x6c47eeA0546854D1e05EDD6918340f3217b72514, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0x852f1dbfF381da2cBE00806e6C9419d8815Fdf24
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425099, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xdbE795E005c79ACEe05a7e734b0e9b86F64C72A6, 0xBfD00098d1c23bd26f598c41C353AA1c7c6f6338
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425136, 0x9e4702a340F6f6888B0e91b67e58B9Fe20a58516, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xeE11bca12E32A1b9e4e1398F557d5Ff06Ad99739
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425166, 0x31F68Df1629183d7e71F7FA3815118ACad4E4e9a, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0x7f6Eef6EA7B09a0981581fBF615047234bd2D4B2
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425233, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xF8dd70adBc02F91DBa224377254A2EBDfE7f4961, 0xd06C728a1387024223168CD28591128dF4815e42
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425253, 0xa2401C81c8eFF0EB52C2b5448Db3433689176E46, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0x72b2bF35Bc19812Bf57433B0A6741B1c9265cA69
56, 0xca143ce32fe78f1f7019d7d551a6402fc5350c73, 20425266, 0x55d398326f99059fF775485246999027B3197955, 0x74577dD290Db41b4B5ceC6366e3C1E9aCd584944, 0x0F496faDA51028533893f594932d5bE929AB076C
